utterance_id,language,speaker_id,reference_transcript,canonical_audio_path,duration_seconds,source_dataset,pilot_stratum,is_pilot
5f5af83a1f389,kk,12793,басқосуда облыс әкімі комиссия жетекшісіне түркістан қаласының жаңадан жасақталған бас жоспарын таныстырды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5af83a1f389.wav,7.339,ISSAI_KSC_v1.1_SLR102,,false
5f57917eefdbf,kk,20181,тыңдағым келеді сыбызғыны сендей ешкім тарта алмайды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f57917eefdbf.wav,5.12,ISSAI_KSC_v1.1_SLR102,kk_medium,true
5f5793d92cb6b,kk,20181,олар кедейшілікпен күресте үлкен проблеманы көптеген майда мәселелерге бөліп жауаптарын проблема өткір тұрғын жерде тәжірибе жүргізе отырып табу керектігін дәлелдеді деген швед ғылым академиясы,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5793d92cb6b.wav,11.52,ISSAI_KSC_v1.1_SLR102,,false
5f5795e949bbb,kk,20181,ақтоғай ауданындағы назымбек белгібаев басқаратын шаруашылық көктемгі егісті мерзімінен бұрын аяқтады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5795e949bbb.wav,7.168,ISSAI_KSC_v1.1_SLR102,,false
5f5799503cf47,kk,20181,әбдіғапар хан аманкелді сардар болып сайланған жиында ел бастаған екі азаматқа ақ жол тілеп бата берген,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5799503cf47.wav,8.277,ISSAI_KSC_v1.1_SLR102,,false
5f579ba68705d,kk,20181,мемлекеттерді жедел тіркеу журналдары әдетте архивке енбейді бірақ қандай да бір тапсырманы орындағаннан кейін тағы да пайдалануға болады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f579ba68705d.wav,9.131,ISSAI_KSC_v1.1_SLR102,,false
5f5e38d4287fe,kk,20181,ақылға қонымсыз,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5e38d4287fe.wav,1.653,ISSAI_KSC_v1.1_SLR102,kk_short,true
5f6066e2418c6,kk,21572,сіздерді көктемнің алғашқы мерекесі әйелдердің халықаралық күнімен шын жүректен құттықтаймын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f6066e2418c6.wav,10.923,ISSAI_KSC_v1.1_SLR102,,false
5f61853f935e9,kk,21572,алып жатқан жер аумағы он тоғыз бүтін жүзден сексен екі шарты километр шамасында,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61853f935e9.wav,8.27,ISSAI_KSC_v1.1_SLR102,,false
5f618bcf0412c,kk,21572,кешке марсқа суына шомыласыздар деп ізет танытты,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f618bcf0412c.wav,8.41,ISSAI_KSC_v1.1_SLR102,,false
5f6065de17554,kk,21573,бүкіл әлемді аралап болды енді қалғаны ғарышқа саяхаттау шығар,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f6065de17554.wav,7.083,ISSAI_KSC_v1.1_SLR102,,false
5f60de80e9201,kk,21573,прокурорлар үш қылмыскерді өмір бойы бас бостандығынан айыруды сұрап отыр,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60de80e9201.wav,6.485,ISSAI_KSC_v1.1_SLR102,,false
5f60e5adba91d,kk,21573,олардың бір бөлігі қазақстанда мың тоғыз жүз отызыншы жылғы мамырға дейін жүргізілген науқанда партиялық тазалау қатарына жатқызылып бкп құрамынан шығарылды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60e5adba91d.wav,10.581,ISSAI_KSC_v1.1_SLR102,,false
5f60e790c7970,kk,21573,ал оның әрі қарайғы күтіміне ақша қарастырылмаған,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60e790c7970.wav,4.693,ISSAI_KSC_v1.1_SLR102,,false
5f2b0847dd9ff,kk,15872,көрмедегі ең әдемі ең қымбат көліктер осы залда,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f2b0847dd9ff.wav,7.68,ISSAI_KSC_v1.1_SLR102,,false
5f2b0a216c5be,kk,15872,өзекті мәселені шешу үшін еліміздің сегіз өңірінде жас отбасыларға психологиялық және құқықтық көмек көрсету орталықтары ашылады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f2b0a216c5be.wav,12.8,ISSAI_KSC_v1.1_SLR102,,false
5f5682108a26b,kk,15872,бір мың тоғыз жүз сексен бесінші жылы жүз елуінші жылдығына байланысты ауылда тарихи мемориалдық мұражай ашылған,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5682108a26b.wav,12.544,ISSAI_KSC_v1.1_SLR102,,false
5f56843323f4d,kk,15872,тоғыз ай бойы уақытымның көп бөлігін мектепте өткіземін,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f56843323f4d.wav,5.547,ISSAI_KSC_v1.1_SLR102,,false
5f568678a4af9,kk,15872,жансебілдік адам бойындағы ерекше төзімділікті білдіретін этикалық ұғым,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f568678a4af9.wav,7.68,ISSAI_KSC_v1.1_SLR102,,false
5f5687ef27ae5,kk,15872,алдағы үш жылда жүз қырық төрт мың ұстаздың біліктігін арттырамыз,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5687ef27ae5.wav,6.059,ISSAI_KSC_v1.1_SLR102,,false
5f5689831fd8f,kk,15872,ұялы байланыс құрылғылары мен байланыс арналарын пайдалана отырып төлемдер жасауға мүмкіндік беретін электронды төлем жүйесі болып табылады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5689831fd8f.wav,13.312,ISSAI_KSC_v1.1_SLR102,,false
5f59b810d0e81,kk,15872,ізінше нұрсұлтан назарбаевтың саясатын қолдаушылар саны артты,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59b810d0e81.wav,7.509,ISSAI_KSC_v1.1_SLR102,,false
5f59ba9a573fa,kk,15872,бір ойдың өзі бір тілге қағазға түскенде бар қырын бірден аша салмайды бәлкім тіпті аша алмайды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59ba9a573fa.wav,12.715,ISSAI_KSC_v1.1_SLR102,,false
5f59bdaee0bc8,kk,15872,алайда жергілікті билік бұл мәселенің әзірше шешілмейтінін айтады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59bdaee0bc8.wav,7.851,ISSAI_KSC_v1.1_SLR102,,false
5f59c14cccb3d,kk,15872,әне міне көреміз ойланайын деп жарты жылдай уақыттан соң аталған одаққа тіркелдім,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59c14cccb3d.wav,11.179,ISSAI_KSC_v1.1_SLR102,,false
5f5f2f4af22ec,kk,15872,өзен сағасы матыра өзенінің сол жағалауынан жүз жиырма екі километр қашықтықта орналасқан,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5f2f4af22ec.wav,6.73,ISSAI_KSC_v1.1_SLR102,,false
5f5f969d476ad,kk,15872,соның ішінде панетий мен полибийдің рим мемлекетті ғажап құрылуы атты теориясы сүйенді,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5f969d476ad.wav,10.48,ISSAI_KSC_v1.1_SLR102,,false
5f5fbc398489c,kk,15872,мысалы арқалық қаласында мектептерді ғаламтор желісімен толық қамтылғанымен сапасы көңіл көншіптейді,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5fbc398489c.wav,16.36,ISSAI_KSC_v1.1_SLR102,,false
5f5a58d5271d6,kk,20805,ал енді өзің не жазып жүрсің,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5a58d5271d6.wav,3.669,ISSAI_KSC_v1.1_SLR102,,false
5f5a5cce97686,kk,20805,арнайы бір ай көлемінде комиссия құрамы белгіленген болатын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5a5cce97686.wav,4.523,ISSAI_KSC_v1.1_SLR102,,false
5f5fbb63f1e9e,kk,20805,ұялы шмальгаузения күрделі гүлдер тұқымдасына жататын көп жылдық өсімдік,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5fbb63f1e9e.wav,6.8,ISSAI_KSC_v1.1_SLR102,,false
5f5c4d459654e,kk,20942,қазба жұмыстарын жүргізген солтүстік қазақстан университетінің археологиялық экспедициясы он бес гектар жерді алып жатқан қоныстан жүз елу сегіз үйдің орны қазылып ашылды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5c4d459654e.wav,10.581,ISSAI_KSC_v1.1_SLR102,,false
5f5c4f8b4a95f,kk,20942,болмаса біріңді қазақ бірің дос көрмесең істің бәрі бос,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5c4f8b4a95f.wav,4.864,ISSAI_KSC_v1.1_SLR102,,false
5f5c9592d1147,kk,20942,нұржан әлтаев қазақстан республикасы парламенті мәжілісінің депутаты,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5c9592d1147.wav,5.24,ISSAI_KSC_v1.1_SLR102,kk_medium,true
5f60bcc4cdf6a,kk,21773,сөйтіп барып өмірдің тәуелсіздіктің бостандықтың не екенін түсінеді,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60bcc4cdf6a.wav,9.984,ISSAI_KSC_v1.1_SLR102,,false
5f60bfbbb40b6,kk,21773,саған деген көңілім ақ ақ көңілді елемей қанша тағы жаралайсың,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60bfbbb40b6.wav,11.776,ISSAI_KSC_v1.1_SLR102,,false
5f632ff891325,kk,21773,дайындығын пысықтауға бағытталған ауқымды оқу жаттығу жұмыстары жүруде,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f632ff891325.wav,8.508,ISSAI_KSC_v1.1_SLR102,,false
5f60c84a13d09,kk,21793,оны айтасыз ұлы реформатор патша петр біріншінің өзі ресейді латиницаға көшіруге талпынған екен,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60c84a13d09.wav,11.331,ISSAI_KSC_v1.1_SLR102,,false
5f60ca9ae9010,kk,21793,соттың бұл шешімі заңгерлер арасында да екеу пікір тудырды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60ca9ae9010.wav,11.053,ISSAI_KSC_v1.1_SLR102,,false
5f62c1aa7abea,kk,21793,зауыт фабрика жұмысшыларымен жастармен ардагерлермен түрлі ұлт өкілдерімен кездесті,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f62c1aa7abea.wav,8.924,ISSAI_KSC_v1.1_SLR102,,false
5f60fde353070,kk,21985,үшеуі бір бірінен көз жазып қалмайық деп қол ұстасып бір шетке шықты,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60fde353070.wav,6.827,ISSAI_KSC_v1.1_SLR102,,false
5f60ffe6edf86,kk,21985,оның аясына тап осындай алғашқы қызмет көрсету орталығы биыл жыл саласында астанада ашылған болатын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60ffe6edf86.wav,6.4,ISSAI_KSC_v1.1_SLR102,,false
5f61b29495e8c,kk,21985,ол жылайды мен де жасым жасым төгемін,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61b29495e8c.wav,3.829,ISSAI_KSC_v1.1_SLR102,,false
5f5a0fe3dc52b,kk,19753,сонда қыруар ақша далаға кетеді деген сөз,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5a0fe3dc52b.wav,5.547,ISSAI_KSC_v1.1_SLR102,,false
5f5f4001ed700,kk,19753,сондықтан жобаны жетілдіру үшін қазір біз өз ұсынымызды беріп жатырмыз,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5f4001ed700.wav,6.3,ISSAI_KSC_v1.1_SLR102,,false
5f5f58c7d1be8,kk,19753,оларды көп жолаушының ішінен анықтауға тырыстым,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5f58c7d1be8.wav,5.34,ISSAI_KSC_v1.1_SLR102,,false
5f57769d18f03,kk,20176,тұз кендері сібір мен солтүстік үндістанда фосфориттер қаратауда қытайда түзілген,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f57769d18f03.wav,7.083,ISSAI_KSC_v1.1_SLR102,,false
5f9fbfa753a4f,kk,20517,ал синтетика мүлдем басқаша әсер етеді,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f9fbfa753a4f.wav,3.19,ISSAI_KSC_v1.1_SLR102,,false
5f58fef360aa9,kk,20517,соңғы кезде телефон сөндірулі тұрады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58fef360aa9.wav,2.475,ISSAI_KSC_v1.1_SLR102,kk_short,true
5f58da61cfa7d,kk,20565,коко шанель мың сегіз жүз сексен үшінші жылы он тоғызыншы тамызда сомюр қаласында дүниеге келген,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58da61cfa7d.wav,10.923,ISSAI_KSC_v1.1_SLR102,,false
5f58df7ec1631,kk,20565,көшпенділердің ұлттық ойындар алаңы жоспары бұл идеяның астарында он тоғызыншы ғасырда өмір сүрген ғұлама мәшһүр жүсіп көпейұлының наурыз қазығұрттан басталған деген сөзін жандандыру дәріптеу насихаттау жатыр,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58df7ec1631.wav,15.872,ISSAI_KSC_v1.1_SLR102,,false
5f58e1781860f,kk,20565,сондықтан кез келген уақытта медициналық орталықтың көмегіне жүгінуге болады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58e1781860f.wav,6.4,ISSAI_KSC_v1.1_SLR102,,false
5f58c64b7f9c2,kk,20567,қос аққудай бірге жүзген айдыныңда елу жыл бір болдыңыз анамызбен,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58c64b7f9c2.wav,5.803,ISSAI_KSC_v1.1_SLR102,,false
5f58c80e63259,kk,20567,кемшіліксіз адамдар болмайды бұл дүниеде,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f58c80e63259.wav,2.816,ISSAI_KSC_v1.1_SLR102,kk_short,true
5f5c32b8d43da,kk,20567,мысалы үшін айтады оңтүстікте машинаның үстін алып тастайды ал солтүстікте оны жабу керек қой,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5c32b8d43da.wav,6.421,ISSAI_KSC_v1.1_SLR102,,false
5f5a55b5ed8ed,kk,20802,оның төрт жасар баласы бола тұра ол маршировка жасай алды бір мың сегіз жүз қырық тоғызыншы жылғы революция кезінде көрермендердің жүрегіне патриоттық сезім ұялатқан,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5a55b5ed8ed.wav,11.008,ISSAI_KSC_v1.1_SLR102,,false
5f5eef813f653,kk,20802,сөзге шұқшия қадалудың қажеті жоқ деп салды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5eef813f653.wav,4.386,ISSAI_KSC_v1.1_SLR102,,false
5f5f84b82acee,kk,20802,киімдері тозған үстіндегі көйлек кір,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5f84b82acee.wav,2.611,ISSAI_KSC_v1.1_SLR102,kk_short,true
5f57a71e15022,kk,20185,бұл жердің даяшылары байбөріні жақсы таниды және көптің көзіне түспейтін оңаша оқшау өз орны бар ды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f57a71e15022.wav,8.824,ISSAI_KSC_v1.1_SLR102,,false
5f6096dd41403,kk,20872,салтанат ермекқызы бақаева қазақстандық танымал эстрада әншісі кино және театр актрисасы,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f6096dd41403.wav,7.424,ISSAI_KSC_v1.1_SLR102,,false
5f609b758041b,kk,20872,кейбір аңызға сүйенсек бір уақыттарда бұрынғы қасиеттілігін жоғалтыпты деседі,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f609b758041b.wav,6.827,ISSAI_KSC_v1.1_SLR102,,false
5f609eb0961f8,kk,20872,бір түп алма ағашы өсіп тұрған бақ осы елді мекеннің тұрғыны орман үдербаевтың ауласы,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f609eb0961f8.wav,8.277,ISSAI_KSC_v1.1_SLR102,,false
5f60a8e257546,kk,20872,ата осының бәрі не үшін керек сізге,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60a8e257546.wav,3.669,ISSAI_KSC_v1.1_SLR102,,false
5f60ad28b8a54,kk,20872,одан әрі ойлауға да қорқатын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60ad28b8a54.wav,3.499,ISSAI_KSC_v1.1_SLR102,,false
5fa5018a756f5,kk,20872,театрландырылған қойылымдарымыз жәрмеңкелеріміз көптеген жанұялық мерекелеріміз бар,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5fa5018a756f5.wav,5.87,ISSAI_KSC_v1.1_SLR102,,false
5f60b34b9e0d5,kk,20872,президенттік кадрлық резервті іріктеудің төртінші кезеңі жиырма жетінші қараша күні басталады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60b34b9e0d5.wav,8.789,ISSAI_KSC_v1.1_SLR102,,false
5f60bf0205760,kk,20872,бір өзінде қырық кісінің күші бар деген сөз ел аузында сақталған,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60bf0205760.wav,5.461,ISSAI_KSC_v1.1_SLR102,,false
5f60c27bd1e23,kk,20872,яғни жалдамалы мамандар медициналық мәртебесін анықтай қоймаған,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60c27bd1e23.wav,7.595,ISSAI_KSC_v1.1_SLR102,,false
5f60c5bb5fe4e,kk,20872,мойны онша ұзын емес құлағы үлкен,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60c5bb5fe4e.wav,3.84,ISSAI_KSC_v1.1_SLR102,,false
5f62e093f2501,kk,20872,ендігі тергеу барысында нақты анықталатын болады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f62e093f2501.wav,3.35,ISSAI_KSC_v1.1_SLR102,,false
5f630f355cf68,kk,20872,шымкентте едел респираторлы жұқпалы инфекциядан емделген балаға дәрігерлік тік ішегін жуған,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f630f355cf68.wav,6.7,ISSAI_KSC_v1.1_SLR102,,false
5f60556814796,kk,21515,дәстүрлі маңызды заттар өндіретін өнеркәсіптермен қатар жаңа материалдар шығаратын салалар пайда болды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60556814796.wav,9.472,ISSAI_KSC_v1.1_SLR102,,false
5f60577caf5ee,kk,21515,облыста тұрғындарға ақпараттық қолдау көрсету мақсатында республикалық бірыңғай шұғыл желіден бөлек сенім телефоны да бар,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60577caf5ee.wav,9.643,ISSAI_KSC_v1.1_SLR102,,false
5f60597fe0fba,kk,21515,алып жатқан жер аумағы жиырма бір бүтін үш шаршы километр шамасында,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60597fe0fba.wav,8.363,ISSAI_KSC_v1.1_SLR102,,false
5f61dfdfbb841,kk,22073,ауыл шаруашылығы қызметкерлерімен зауыт фабрика жұмысшыларымен жастармен ардагерлермен түрлі ұлт өкілдерімен кездесті,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61dfdfbb841.wav,8.875,ISSAI_KSC_v1.1_SLR102,,false
5f61e22145d48,kk,22073,дауыс беруге қатқандардың жетпіс бес бүтін жүзден елу төрт пайызы өзін өзі басқаруды кеңейтуді қолдады жиырма үш бүтін жүзден елу жеті қарсы ал дауыс беруге құқығы бар аралдың отыз тоғыз мың тұрғынының жетпіс бір бүтін жүзден тоқсан алты пайызы қатысқандығын көрсетті,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61e22145d48.wav,16.811,ISSAI_KSC_v1.1_SLR102,,false
5f61e3e7dedb0,kk,22073,рас мен оларға әлемнің ең озық философ ойшылдары жайлы айтамын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61e3e7dedb0.wav,5.205,ISSAI_KSC_v1.1_SLR102,kk_medium,true
5f61e4d7980e2,kk,22108,жоғарғы ағысында ащыөзек ақтас көктал ал ақ шоқы ауылынан кейін жарлы аталады,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61e4d7980e2.wav,9.899,ISSAI_KSC_v1.1_SLR102,,false
5f61e9c55858e,kk,22108,сондай ақ тағы бір новатор халықаралық ақпараттық технологиялар университетіне грант ұтып алды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f61e9c55858e.wav,10.411,ISSAI_KSC_v1.1_SLR102,,false
5f63388e3603e,kk,22108,ағалары да мәз арақ аңдып құтты болсын айтып келген қуларды армансыз суарып өздері де қоса ішіп көңілдері тасып жалғыз қарындастарының оқуға түскенін аянбай жуды,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f63388e3603e.wav,15.44,ISSAI_KSC_v1.1_SLR102,,false
5f59eaa9353ac,kk,20678,соған ағаларыңның өзінің сөзін жаздық,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59eaa9353ac.wav,5.035,ISSAI_KSC_v1.1_SLR102,kk_medium,true
5f59eed4d51ae,kk,20678,серир ливияның ең үлкен мұнай кен орны,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f59eed4d51ae.wav,3.072,ISSAI_KSC_v1.1_SLR102,kk_short,true
5f5efa29ad422,kk,20678,қайрат шыдамшылық пен табандылықты үйлестіре отырып еңбек ету арқасында биік белеске шығарымыз анық,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5efa29ad422.wav,8.729,ISSAI_KSC_v1.1_SLR102,,false
5f60e70411b98,kk,21864,ксро ның құрметті шахтері социалистік еңбек ері,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60e70411b98.wav,5.461,ISSAI_KSC_v1.1_SLR102,,false
5f60e8d1dc985,kk,21864,мың тоғыз жүз жетпіс сегіз мың тоғыз жүз тоқсан үшінші жылы қазақстан саяси ғылымдар ассоциациясын басқарып ақш франция бразилия тағы басқа елдерде өткен халықтар,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60e8d1dc985.wav,12.8,ISSAI_KSC_v1.1_SLR102,,false
5f60ecbbc5850,kk,21864,бұл бітпейтін күйбең тіршілік секілді көрінеді,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60ecbbc5850.wav,5.888,ISSAI_KSC_v1.1_SLR102,,false
5f5882100bde1,kk,20316,бұл өнім де голландия технологиясы бойынша өсіріледі,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5882100bde1.wav,5.547,ISSAI_KSC_v1.1_SLR102,,false
5f5885ef04dfd,kk,20316,бала күнінде қырында ойнақ салған өмірдің боранында адасқан шақтарында түсіне жиі жиі кірген ауылы ойлай ма,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f5885ef04dfd.wav,8.277,ISSAI_KSC_v1.1_SLR102,,false
5f9f8df65e08c,kk,20316,ұнататын адамының әлеуметтік желіде тым көп мазасын алу,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f9f8df65e08c.wav,4.3,ISSAI_KSC_v1.1_SLR102,,false
5f60ae45d8f64,kk,21511,сондықтан оқылмаған жиырма кітапты оқу негізгі мақсатым,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60ae45d8f64.wav,5.376,ISSAI_KSC_v1.1_SLR102,,false
5f6193ff2f16c,kk,21511,суды өздері қазған құдықтан ішуге мәжбүр,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f6193ff2f16c.wav,4.608,ISSAI_KSC_v1.1_SLR102,,false
5f60e36b7fe64,kk,21862,алматы тұрғындарын осы аумақты сақтауға оған өз үйіндей қарауға шақырамын,C:\Users\erkin\central-asian-voice-benchmark\data\audio\phase3a\kk\5f60e36b7fe64.wav,7.851,ISSAI_KSC_v1.1_SLR102,,false
